Customer ID,Customer Name,Email,Phone Number,Address Line 1,City,Country,Postcode,Loyalty Card
CUST-92847-US,Ryan Diaz,2716410@gmail.com,27678946610,64616 Amber Centers Apt. 865,Jonesview,South Africa,17141,Yes
CUST-26854-SA,Veronica Garcia,vgarcia129@hotmail.com,19723559996,15161 Hayes Mountain,New Bryan,United States,74570,Yes
CUST-40635-SA,Jason Thompson,jthompson17@hotmail.com,818056136027,3163 Hale Brook Apt. 141,East Justin,Japan,13670,No
CUST-83202-AF,Cassandra Richardson,crichardson45@hotmail.com,819046920828,473 Russell Glens,East Kayla,Japan,36013,No
CUST-40042-AF,Kimberly White,kwhite62@hotmail.com,5513996856631,95153 Joseph Harbor Suite 553,North Molly,Brazil,22964,Yes
CUST-43213-SA,Michael Randolph,mrandolph29@gmail.com,27733446760,59130 Brittany Harbors,Lake Amberborough,South Africa,50077,Yes
CUST-81071-SA,Brian Reyes,breyes965@gmail.com,491542076836,564 Sean Course,Crystalstad,Germany,93735,Yes
CUST-25555-US,Sarah Key,skey2898@gmail.com,15638896345,23784 Bryant Trace Apt. 107,Brownport,United States,89643,Yes
CUST-64865-US,Todd Mason,1058415@gmail.com,13189216139,26896 Smith Walks,New Kara,United States,71876,Yes
CUST-92443-US,Patricia Jennings,pjennings6544@yahoo.com,27605110187,084 Merritt View,New Dillon,South Africa,4904,Yes
CUST-63090-SA,Edward Shaw,eshaw144@gmail.com,5503994398211,9525 Mendoza Valley Apt. 538,Kevinmouth,Brazil,89383,No
CUST-63840-SA,Alicia Ramos,aramos542@gmail.com,5551944012192,92060 Hughes Circles,Johnburgh,Brazil,54256,No
CUST-38387-AS,Brandon Diaz,bdiaz834@hotmail.com,27783597800,850 Waters Forks Apt. 887,Fryefort,South Africa,13945,Yes
CUST-27199-EU,Frances Mccoy,fmccoy4942@yahoo.com,5581982487328,610 Kelly Extension,Marquezmouth,Brazil,50615,No
CUST-93545-SA,Charles Acosta,cacosta54@gmail.com,12279040112,2160 Morales Row,Craigside,United States,90771,No
CUST-47043-SA,Kelly Nash,knash94@gmail.com,18253470762,21589 Jennifer Haven Apt. 222,Port Richard,United States,75478,Yes
CUST-10626-AS,Patrick Allen,pallen714@yahoo.com,491685777151,07851 Nolan Shore,North Jason,Germany,65306,Yes
CUST-91277-US,Steven Sanders,ssanders880@gmail.com,27616058038,7115 Jones Glens,East Andrew,South Africa,29802,Yes
CUST-73176-US,Ashley Wagner,awagner43@hotmail.com,819064889671,5803 Yolanda Crest Apt. 634,East Margaret,Japan,9878,No
CUST-53161-AF,Calvin Guzman,4421745@hotmail.com,819035056824,595 Christopher Brook,East Jamiestad,Japan,67530,Yes
CUST-12547-EU,Victoria Holmes,vholmes64@yahoo.com,491593797578,1284 Steven Cape Suite 686,Bartonberg,Germany,50670,No
CUST-49383-SA,Kaitlyn Nguyen,knguyen2141@gmail.com,4917583316377,87512 Watson Islands Apt. 157,Cobbfurt,Germany,95240,No
CUST-57913-AS,Timothy Rivers,649840735@yahoo.com,5536982690419,9882 Christian Bridge Suite 512,New Amy,Brazil,48315,Yes
CUST-26947-US,Jamie White,jwhite9036@yahoo.com,491650103070,7071 Jerry Crest Apt. 607,Lisaberg,Germany,3996,No
CUST-87308-US,Robyn Munoz,rmunoz97@hotmail.com,491549345316,250 Webb Unions Apt. 725,Lake Christopher,Germany,62414,Yes
CUST-56135-SA,Julie King,jking629@hotmail.com,818050396672,68066 Moore Garden Apt. 337,South Kathleen,Japan,49613,Yes
CUST-80514-US,Gabriel Johnston,gjohnston94@gmail.com,5571965172131,490 Brent Land,Kimville,Brazil,9730,No
CUST-83727-EU,Kimberly Smith,ksmith0414@yahoo.com,4917385031398,7728 David Trail,North James,Germany,36347,Yes
CUST-78747-SA,Daniel Robinson,drobinson10@gmail.com,491514299781,714 Brown Mission,New Lisaview,Germany,95637,Yes
CUST-56291-SA,Megan Woods,mwoods70@gmail.com,5590949877094,55286 Medina Park,Chenberg,Brazil,98542,Yes
CUST-26971-US,Marcus Chang,061227466@gmail.com,27848856880,3098 Kenneth Stravenue,South Alexbury,South Africa,63946,Yes
CUST-84214-SA,Jeffrey King,jking37@hotmail.com,5510968222640,67921 Cowan Turnpike,Joycefort,Brazil,63719,Yes
CUST-44762-SA,Mrs. Bailey Wilson,mwilson35@yahoo.com,818049966658,291 Travis Circles,New Gregory,Japan,45531,Yes
CUST-27458-AF,Brittany Payne,067612158@gmail.com,27626450380,0625 Tyler Crescent,Donnaburgh,South Africa,70168,No
CUST-54332-AS,Melanie Cruz,mcruz0114@gmail.com,18036469545,08382 Pamela Coves,Coryhaven,United States,72885,Yes
CUST-87865-SA,Cory Cabrera,ccabrera1615@hotmail.com,5529938176594,51357 Wayne Haven,East Samantha,Brazil,87677,No
CUST-36419-SA,Craig Campbell,ccampbell78@gmail.com,818042594887,731 Andrew Hill,South Phillipmouth,Japan,89078,Yes
CUST-98515-AF,Jessica Levine,jlevine53@yahoo.com,27828794130,54302 Lori Square Suite 897,Port Sabrinashire,South Africa,39734,Yes
CUST-88599-SA,Joshua Miller,jmiller680@yahoo.com,5523927072168,623 Rebecca Springs Suite 420,South Coreyport,Brazil,30044,No
CUST-77074-US,Jacob Perry,920402714@gmail.com,4915520192367,41838 Brett Skyway,North Christophertown,Germany,95196,No
CUST-55204-US,David Atkinson,datkinson0132@gmail.com,5503948985907,658 Alex Stream,West Jimport,Brazil,69662,Yes
CUST-75869-AF,Rebecca Allen,rallen394@yahoo.com,13916673269,421 Goodman Cliffs Apt. 780,Bellfort,United States,21067,Yes
CUST-97858-EU,Melissa Lloyd,mlloyd07@hotmail.com,5595960129745,007 Emily Center,North Julia,Brazil,86983,No
CUST-56489-EU,Christopher Adams,cadams03@hotmail.com,27652038083,56375 Levine Route,Joelhaven,South Africa,79299,No
CUST-37118-US,Michael Gutierrez,mgutierrez40@gmail.com,27854462176,17535 Amy Lights,Wilsonberg,South Africa,7786,No
CUST-24041-SA,Diana Knox,dknox95@yahoo.com,5591942325467,86824 Smith Harbor Apt. 104,Olsonhaven,Brazil,93436,No
CUST-53053-US,Alicia Roberts,aroberts744@hotmail.com,27824419383,7059 Kathleen Lights Apt. 660,Andrewsmouth,South Africa,1830,Yes
CUST-97108-AS,Anna Flores,aflores589@gmail.com,4916480487156,5391 Kathy Overpass Suite 130,Robertfurt,Germany,49615,No
CUST-33482-US,Darrell Molina,66141768@gmail.com,5589915046163,795 Norman Prairie Suite 233,Port Joel,Brazil,41465,Yes
CUST-17132-EU,Linda Burke,lburke2928@gmail.com,4916547846284,343 Garrett Club Apt. 225,Burgesschester,Germany,43000,No
CUST-31266-EU,Bruce Yang,byang151@yahoo.com,491728097933,20163 Vega Neck Apt. 024,Prattberg,Germany,34172,Yes
CUST-94771-AS,Stanley Hogan,188817784@yahoo.com,819099991889,41053 Michael Island,Samanthaville,Japan,93615,No
CUST-13597-AF,Olivia Irwin,oirwin4185@yahoo.com,5567918797109,65168 Michael Roads Suite 909,Mataburgh,Brazil,55189,Yes
CUST-67868-AS,Dustin Davis,1266801@gmail.com,27720576772,077 Mullen Burgs Apt. 170,Hunterhaven,South Africa,74326,No
CUST-84680-AS,David Roberts,droberts821@gmail.com,4916874758469,4101 Martinez Island Apt. 038,South Margaret,Germany,25904,No
CUST-35232-US,Sarah Rodriguez,srodriguez60@hotmail.com,819058138133,25230 Christopher Stream,Hunterfort,Japan,16326,No
CUST-82323-SA,Timothy Jarvis,tjarvis683@gmail.com,5564963615346,0345 Christina View,Garciachester,Brazil,85318,No
CUST-55723-AS,Pamela Thompson,pthompson803@yahoo.com,5545961357574,96749 Williams Flats Suite 330,Port Samuelfort,Brazil,71840,Yes
CUST-33032-US,Donna Walker,dwalker40@hotmail.com,16612036801,8362 Brenda Passage,Tiffanyfurt,United States,55845,No
CUST-95390-SA,Dr. Troy Mathis,dmathis29@hotmail.com,13134542591,02121 William Cape Apt. 504,Jonesville,United States,49159,No
CUST-87710-AS,Casey Gallagher,cgallagher85@hotmail.com,4917202412279,488 Ethan Bypass Suite 354,Phamport,Germany,15483,No
CUST-24276-US,David Newman,dnewman9812@hotmail.com,13963508696,310 Brock Street,Lake Ericaview,United States,99847,Yes
CUST-38082-EU,Robert Leon,rleon81@hotmail.com,491613130330,0247 Sandra Lane,New Brian,Germany,14877,Yes
CUST-45646-EU,Amy Cabrera,acabrera13@gmail.com,27837309785,25572 Garcia Inlet,West Susanland,South Africa,68036,No
CUST-27826-AS,Adam Page,apage5228@yahoo.com,4916322003010,4942 Ryan Ford Suite 506,Martinbury,Germany,16228,Yes
CUST-60549-US,Vanessa Richardson,vrichardson354@hotmail.com,19529867944,6718 Brian Ports,Billyville,United States,53917,Yes
CUST-41604-AS,Shannon Reid,sreid06@yahoo.com,27630216447,569 Spencer Groves Suite 809,Jamesville,South Africa,52564,Yes
CUST-43539-SA,Edward Shepherd,eshepherd5433@yahoo.com,14392458265,0233 David Mission,Ryanview,United States,42154,No
CUST-61633-AF,Mrs. Carol Jones,mjones685@gmail.com,491783112436,28900 Mitchell Mountain,East Willie,Germany,25496,Yes
CUST-80292-AF,Crystal Chase,cchase682@gmail.com,817043714308,144 Ward Squares,Ryanville,Japan,76395,Yes
CUST-70924-AF,James Gilmore,jgilmore126@hotmail.com,5533911302734,82138 Holly Drive Apt. 530,Andreamouth,Brazil,20515,No
CUST-51556-US,Mary Richardson,mrichardson031@gmail.com,12126374933,71049 Baker Junction Suite 783,Craigchester,United States,34860,No
CUST-79507-US,Joshua Armstrong,jarmstrong659@hotmail.com,4916642007867,86106 Lauren Summit Suite 981,New Leeside,Germany,8252,No
CUST-17097-EU,Amber Vazquez,avazquez6510@gmail.com,27624101733,264 Jacob Coves Suite 934,North Derrickville,South Africa,50108,Yes
CUST-74845-SA,Teresa Johnson MD,55629230@hotmail.com,15323877065,88445 Elizabeth Lakes Suite 074,Port Alyssaport,United States,52874,No
CUST-59721-SA,Christina Thomas,cthomas881@yahoo.com,13734315122,35246 April Highway,Hartmouth,United States,48199,Yes
CUST-13779-EU,Melissa Gonzalez,mgonzalez59@hotmail.com,5502916680940,514 Lynch Alley,Brownbury,Brazil,31709,Yes
CUST-51294-SA,Patrick Church,pchurch686@yahoo.com,491607795797,2056 Raymond Haven Apt. 929,Michaelburgh,Germany,20160,No
CUST-76905-EU,Brandon Love,blove5072@hotmail.com,818035471273,08691 Frye Island,Nancyberg,Japan,19839,No
CUST-97204-AS,Elizabeth Bird,ebird11@yahoo.com,27658016588,094 Baker Harbors,Port Adrianstad,South Africa,76623,No
CUST-96210-AF,Aaron Smith,asmith40@gmail.com,4915414131991,43469 Jeremy Throughway,East Sarah,Germany,47660,No
CUST-27504-AS,Matthew Nunez,274713146@hotmail.com,27649940673,96646 Bray Courts Apt. 184,Port Diana,South Africa,35498,No
CUST-73940-SA,Kevin Goodman,kgoodman04@hotmail.com,19214537748,002 Jeffery Springs,West Amber,United States,74622,No
CUST-77686-SA,Heather Jones,hjones7916@yahoo.com,5538978262440,561 Coleman Summit,West Emilyberg,Brazil,26383,Yes
CUST-65487-SA,Joanne Morris,564226780@hotmail.com,5556912310640,33323 Walker Village Apt. 180,East Stevenshire,Brazil,69891,No
CUST-53695-US,Angela Mitchell,amitchell6669@gmail.com,819017574149,917 Rodriguez Stream Suite 946,Atkinshaven,Japan,76319,Yes
CUST-58583-AS,Gregory Jones,9114339@hotmail.com,5565985498397,56809 Myers Villages Suite 931,Lake Victoria,Brazil,84972,Yes
CUST-11491-US,Mark Fisher,mfisher2675@gmail.com,16268402608,14944 Anthony Summit,Lake Amandaburgh,United States,83007,Yes
CUST-66076-AF,Cody Soto,csoto939@yahoo.com,817007608872,885 Ryan Estates,Hayleyville,Japan,38159,Yes
CUST-25136-SA,Tammy Larsen,tlarsen665@gmail.com,4917107690941,6033 Mary Ridge,New Kelly,Germany,17072,Yes
CUST-22418-SA,Shannon Juarez,sjuarez2385@gmail.com,5541900834567,7642 Kevin Vista Apt. 357,East Troyberg,Brazil,89892,Yes
CUST-57473-SA,Jeffrey Adams,jadams25@gmail.com,819038593732,148 John Landing Apt. 616,North Zachary,Japan,93609,No
CUST-23141-EU,Timothy Morris,tmorris25@gmail.com,19724339675,767 Douglas Glens Suite 063,West Jerry,United States,16275,Yes
CUST-20945-AF,Andrew Vasquez,avasquez929@gmail.com,27858850660,82156 Raymond Drive,Lindashire,South Africa,52951,Yes
CUST-40692-AF,Michael Santana,msantana13@gmail.com,27788779418,459 Ruiz Estates,Port Crystalmouth,South Africa,47241,Yes
CUST-60511-US,Cassandra Nelson,cnelson71@yahoo.com,16872471138,529 Kyle Views,North Markshire,United States,33783,No
CUST-72795-AF,Nicholas Quinn,nquinn28@gmail.com,13336988817,5326 Travis Hill,Lake Joshua,United States,8126,Yes
CUST-52317-AF,Victor Ward,585820357@gmail.com,27780501457,32309 Hamilton Shores Apt. 882,Martinmouth,South Africa,78045,Yes
CUST-15719-AS,Howard Clark,hclark1700@gmail.com,817009951371,578 Michael Mountains Suite 083,Port Markside,Japan,84807,No
CUST-45705-SA,Christopher Lopez,clopez0549@hotmail.com,27635801437,931 Bowman Tunnel Suite 458,East Andreastad,South Africa,30477,No
CUST-29005-EU,Kenneth Marsh,kmarsh31@yahoo.com,12129600906,71573 Christopher Plains,East Melanie,United States,5790,No
CUST-18238-EU,Gina Johnson,gjohnson42@gmail.com,5526906258172,46063 Allison Isle,Lake Stephen,Brazil,82711,Yes
CUST-85369-AF,Shane Barnes,1352777@hotmail.com,4915578541939,1635 Downs Crest,Port Alison,Germany,4008,No
CUST-43455-AF,Paul Hoffman,phoffman40@hotmail.com,5557958428029,1332 Sherry Walks Apt. 911,Wellston,Brazil,51945,No
CUST-35400-SA,Randy Keith,rkeith5191@yahoo.com,5575940289909,43759 Mueller Mount Suite 559,Saraborough,Brazil,61055,No
CUST-72459-AF,Kristy Vang,kvang66@gmail.com,17935725110,2800 Daniel Fall,Sanchezville,United States,41643,Yes
CUST-17005-AS,Ian Phillips,iphillips8272@gmail.com,27684339456,91826 Wood Trafficway Apt. 464,North David,South Africa,16829,No
CUST-28185-EU,Daniel Klein,dklein99@hotmail.com,818051541385,7374 Williams Throughway Suite 120,Port Robertstad,Japan,61906,Yes
CUST-25217-US,Jeremy Carlson,jcarlson55@hotmail.com,5570918358213,1350 Michael Overpass Suite 511,New Kennethville,Brazil,64728,Yes
CUST-90322-AF,Adam Rowland,arowland32@gmail.com,27715588754,260 James Expressway,Josephbury,South Africa,2495,No
CUST-70836-SA,Michael Gay,mgay7688@gmail.com,819014964688,08403 Patty Manor,Lake Adamfurt,Japan,56173,Yes
CUST-87929-US,Dominique Juarez,djuarez8616@hotmail.com,5537919052590,42121 Cynthia Road Apt. 594,Lovefort,Brazil,5531,Yes
CUST-69054-AF,Douglas Haynes,dhaynes536@yahoo.com,819010555683,2639 Mason Drive,West Julie,Japan,86925,Yes
CUST-59026-EU,Kimberly Jordan,kjordan9642@gmail.com,27762373837,2751 Ramirez Vista Apt. 090,Rosarioshire,South Africa,32252,No
CUST-66173-AF,Susan Garcia,sgarcia22@hotmail.com,491619373592,53026 Knight Course,Jeffreyburgh,Germany,77838,Yes
CUST-86736-AF,Melody Herrera,mherrera5248@hotmail.com,27869884971,5230 Luis Ridge Suite 909,South Lori,South Africa,73734,No
CUST-24898-SA,Kaitlyn Martinez,kmartinez55@gmail.com,15104779408,824 Melissa Club Suite 795,Lake Meganport,United States,47803,Yes
CUST-14563-EU,Anne Le,ale1549@hotmail.com,817038241327,2563 Daugherty Mount,Saraland,Japan,51997,No
CUST-32544-AS,Arthur Cooper,acooper595@hotmail.com,491573964064,20173 Boyd Islands,South Lisa,Germany,33601,Yes
CUST-59465-AS,Diana Parks,dparks441@hotmail.com,817039860415,91552 Miranda Circle Apt. 534,New Veronica,Japan,17586,Yes
CUST-22835-EU,Zachary Burke,721223232@yahoo.com,818089313316,395 Webb Squares Apt. 706,Port Carl,Japan,57483,No
CUST-91200-AF,Maria Sanders,msanders9303@hotmail.com,5585919130218,0343 Trevor Forest Apt. 934,Hamiltonport,Brazil,40410,Yes
CUST-20312-AS,Rachel Sanchez,rsanchez14@hotmail.com,15577265915,2514 Jones Run,North Gregory,United States,55387,No
CUST-31962-US,Nicholas Mcdonald,nmcdonald5574@gmail.com,817021853411,85931 Ashley Burg,East Denisemouth,Japan,70045,No
CUST-55575-SA,John Shelton,jshelton03@yahoo.com,27647035894,87675 Brooks Isle,Davidfurt,South Africa,62905,Yes
CUST-70277-EU,Karen Wells,kwells876@yahoo.com,27690858611,2633 Matthew Valleys Apt. 116,Gregoryport,South Africa,97859,No
CUST-31483-US,Daniel Cobb,dcobb56@hotmail.com,5555927512652,100 Wright Pike,Joannafurt,Brazil,95285,Yes
CUST-84528-EU,Steven Mcguire,smcguire009@hotmail.com,17822736667,21430 Craig Lake,South Monica,United States,77106,No
CUST-30871-AF,Michael Walls,mwalls0782@yahoo.com,16448984490,9561 Harris Springs,East James,United States,71616,No
CUST-59714-US,Melissa Adams,madams2142@gmail.com,27745886327,88241 Randy Path,East Samantha,South Africa,17703,No
CUST-91993-AF,Kimberly Gardner,84543965@yahoo.com,491788887250,31654 Reyes Track,Coreyland,Germany,31616,Yes
CUST-24752-AF,Patricia Cooper,0377062@yahoo.com,5576957084554,150 Mills Court,North Maria,Brazil,23308,Yes
CUST-68095-AS,Stacey Petersen,spetersen8798@yahoo.com,5511923249303,78915 Joseph Lock Suite 694,Wrightmouth,Brazil,90765,Yes
CUST-83311-EU,Logan Mason,12048336@gmail.com,27709139894,105 Rivera Lodge,Lake Vanessaside,South Africa,19636,Yes
CUST-64026-SA,Melinda Mitchell,mmitchell4455@gmail.com,27777239905,7787 Erin Prairie,Juliehaven,South Africa,33762,No
CUST-71712-US,Luis Cook,lcook2757@hotmail.com,491612365123,5749 Davidson Points Apt. 431,Johnsonhaven,Germany,50221,Yes
CUST-59871-AS,Laura Huynh,36430042@gmail.com,491511549933,273 Sampson Radial Apt. 098,Lake Lynn,Germany,12511,Yes
CUST-14293-US,Dennis Morris,dmorris3364@hotmail.com,15056275117,64479 Vasquez Ports Suite 539,East Emily,United States,10512,No
CUST-75862-EU,Jacqueline Schwartz,18464860@hotmail.com,5522989958602,8011 Clark Village,South Kaylaland,Brazil,90377,Yes
CUST-35402-EU,Scott Smith,ssmith16@hotmail.com,5572941998138,50842 Smith Walks,Howardmouth,Brazil,52175,Yes
CUST-49231-EU,Kathryn Sheppard,ksheppard195@hotmail.com,27614556005,595 Navarro Circle Apt. 534,Barryberg,South Africa,45312,No
CUST-88959-AF,Stacy Newman,snewman01@gmail.com,17225069527,41740 Brown Islands Apt. 325,Wendybury,United States,90011,Yes
CUST-47427-EU,Jimmy Duncan,jduncan268@hotmail.com,5570986982710,571 Gray Oval,Camachomouth,Brazil,58500,Yes
CUST-44368-SA,Christina Harrell,charrell51@gmail.com,17339835770,77564 Courtney Curve,South Mary,United States,56515,Yes
CUST-69447-AS,Michael Davis,mdavis26@hotmail.com,13505352839,726 Ashley Square Apt. 503,West Jason,United States,3696,Yes
CUST-57128-SA,William Garrett,wgarrett64@yahoo.com,27731127144,27888 Megan Mountains Apt. 763,Linberg,South Africa,88178,Yes
CUST-23248-EU,Brittany Ramos,bramos7880@hotmail.com,16887181620,353 Brian Plain Suite 520,New Denise,United States,20219,No
CUST-35231-EU,Alexis Patterson,53609703@yahoo.com,491671757503,1477 Allison Unions Apt. 900,Jacksonmouth,Germany,27947,Yes
CUST-27495-AS,Mark Lam,mlam8010@yahoo.com,491613146434,3701 Cole Forks Apt. 053,Tiffanyborough,Germany,31478,Yes
CUST-99576-SA,Felicia Allen,fallen61@gmail.com,818099903071,084 Thomas Points,New Nicolefurt,Japan,79376,Yes
CUST-86870-AS,Jennifer Martin MD,jmd3816@hotmail.com,27656698027,3785 Andrea Branch,South Anthony,South Africa,89801,Yes
CUST-22837-SA,Arthur Smith,318271549@hotmail.com,817030610920,399 Jared Throughway Suite 669,New Christophermouth,Japan,40667,Yes
CUST-57016-EU,Michelle Hunter,mhunter2776@hotmail.com,4917005497844,272 Kemp Vista,Morganbury,Germany,65242,Yes
CUST-95995-AF,David Jensen,djensen4953@yahoo.com,817067749245,7017 Pierce Plain,Lake Christopher,Japan,27628,Yes
CUST-95079-AF,Lisa Whitney,lwhitney6610@hotmail.com,27803427976,6899 Scott View Suite 239,Amberstad,South Africa,28756,Yes
CUST-23701-EU,Mr. Steven Banks,mbanks9313@gmail.com,27717948982,2601 Wilson Spur,Ryanshire,South Africa,93439,No
CUST-69495-AS,Seth Hammond,shammond41@gmail.com,13144996040,24596 Baker Forge Apt. 608,South Susan,United States,71279,Yes
CUST-41110-EU,Jennifer Salazar,jsalazar0419@gmail.com,5538978986486,0527 Zachary Run,Millerbury,Brazil,94307,Yes
CUST-83458-AS,Rodney Nelson,rnelson315@gmail.com,17662848426,895 Kathleen Green,Levinechester,United States,28189,Yes
CUST-54774-EU,Tina Stewart,tstewart0157@yahoo.com,27681953079,1314 Green Fort,Lake Madisonmouth,South Africa,83042,No
CUST-35289-AF,Erin Stewart,estewart00@gmail.com,4917118204057,5845 Moore Land,Davidland,Germany,75979,Yes
CUST-83726-US,Brandon Richardson,brichardson75@gmail.com,491612643586,29552 Debra Spring Apt. 872,New Peterland,Germany,76279,No
CUST-14155-EU,Robert Jordan,rjordan2930@hotmail.com,13913115249,021 Leonard Cliffs Suite 599,North Maria,United States,22681,Yes
CUST-67373-SA,Andrew Petersen,apetersen62@gmail.com,27674724179,241 Beard Forges Apt. 937,Lake Megan,South Africa,34562,Yes
CUST-47172-US,Phyllis Neal,pneal33@gmail.com,4916013442302,08126 Smith Skyway,Villanuevahaven,Germany,11310,No
CUST-16854-US,Adrian Jefferson,ajefferson93@gmail.com,27825733506,011 Phyllis Terrace,Wigginsberg,South Africa,86106,Yes
CUST-97958-SA,Melissa Thomas,mthomas8163@gmail.com,491723573929,8106 Morris Circles Suite 091,North Paige,Germany,9884,No
CUST-32183-EU,Jocelyn Phillips MD,jmd2227@gmail.com,27667066157,137 Murray Green Apt. 225,Davidberg,South Africa,79661,No
CUST-61031-SA,Jessica Ruiz,6376311@yahoo.com,818087642468,9516 Carr Landing Suite 253,Amyshire,Japan,21990,Yes
CUST-53079-AS,Justin Macias,jmacias9561@hotmail.com,27825674275,891 Kayla Passage Suite 923,Whiteton,South Africa,29373,Yes
CUST-10160-SA,Amanda Sanders,asanders4901@yahoo.com,27817220167,23049 Brennan Vista,West Sylvia,South Africa,10866,Yes
CUST-31360-AF,Heather Ross,hross58@yahoo.com,12128342115,081 Berry Dam,Mcgeemouth,United States,65153,Yes
CUST-96662-EU,Edward Payne,epayne944@yahoo.com,819008689039,521 Parker Lake,Port Melissaport,Japan,63564,No
CUST-10638-AF,Breanna Wilson,bwilson345@gmail.com,5534998196400,07937 Chandler Locks,East Joseph,Brazil,33278,Yes
CUST-27050-US,Juan Brown,jbrown568@hotmail.com,17074915534,1365 Douglas Trail,Ericfurt,United States,68092,No
CUST-92549-AS,Kimberly Rodriguez,krodriguez9686@gmail.com,5574994355820,4813 Tara Well Suite 346,Lake Christopherfurt,Brazil,52671,No
CUST-72648-US,Natasha Snyder,nsnyder36@gmail.com,491767943143,010 Kevin Springs Suite 139,North Kevinview,Germany,59840,No
CUST-89404-EU,Andrea Wilson,awilson035@gmail.com,5594911284588,3462 Carpenter Burgs Apt. 457,New William,Brazil,38027,Yes
CUST-80533-SA,Rhonda Cardenas,rcardenas89@gmail.com,27787956335,90509 Danny Expressway Apt. 442,Knightport,South Africa,47486,Yes
CUST-65443-SA,Lisa Alvarez,lalvarez7919@hotmail.com,5599970302462,465 Hughes Creek Suite 593,Christopherborough,Brazil,91637,No
CUST-60521-US,Amy Robinson,743074522@yahoo.com,15257104478,7954 James Divide Apt. 841,Kevinberg,United States,35415,No
CUST-56779-AS,Rachel Smith,rsmith2027@yahoo.com,12713325046,1885 Kim Spur,New Barbara,United States,50233,No
CUST-24483-AS,Bryan Payne,bpayne327@hotmail.com,5560910399381,075 April Track,Lake Tiffanytown,Brazil,98187,Yes
CUST-37545-EU,Renee Bell,rbell29@hotmail.com,19332136767,358 Stevens Corner Suite 128,Melodyport,United States,15803,Yes
CUST-56104-US,Danielle Morrison,dmorrison8456@yahoo.com,12536709213,606 Rivera Lane,Port Jenniferton,United States,51047,No
CUST-39175-AS,James Wilson,42676390@hotmail.com,5559937999940,1490 Smith Park,Williamsstad,Brazil,4759,Yes
CUST-84890-AS,Anthony Winters,awinters30@gmail.com,817030893557,14257 Weaver Terrace,Port Kelly,Japan,32357,Yes
CUST-19725-AS,Kelly Hogan,khogan4115@hotmail.com,819049328390,7543 Matthew Roads Suite 174,Philipport,Japan,41232,Yes
CUST-24266-AS,Meghan Williams,mwilliams8631@hotmail.com,4916057969678,091 Gay River,East Joann,Germany,87185,No
CUST-17407-AF,Jessica Evans,jevans421@gmail.com,19386246225,86762 Chad Trafficway Suite 836,Gregoryfurt,United States,43500,Yes
CUST-58506-SA,Wendy Long,wlong521@yahoo.com,5527980727650,505 Francisco Drive,Wrighthaven,Brazil,85828,Yes
CUST-36944-SA,Matthew Avery,mavery4473@gmail.com,18695268297,99465 Perez Expressway Apt. 616,Port Susan,United States,80627,No
CUST-63844-AS,Anthony Bailey,abailey4685@gmail.com,27883926050,203 Melissa Stravenue Apt. 760,Lake Edward,South Africa,89684,No
CUST-47289-US,Steven Robinson,94885672@hotmail.com,13028565931,347 Duke Gateway,East Brittneyborough,United States,72376,Yes
CUST-75703-SA,Jessica Dennis,jdennis132@gmail.com,18453928293,79152 Kyle Plains,Port Kristen,United States,24785,No
CUST-95864-SA,Holly Lawson,hlawson11@hotmail.com,818017333450,667 Moore Falls,East Theresa,Japan,17396,No
CUST-88299-SA,Christopher Taylor,ctaylor624@yahoo.com,5542969864554,54636 Melissa Court,Lake Valerie,Brazil,34263,Yes
CUST-96327-US,Brenda Huff,bhuff51@yahoo.com,18424062678,8484 Cortez Garden,Lake Davidhaven,United States,10987,No
CUST-12896-AS,Sheri Nguyen,snguyen0899@hotmail.com,817046781933,56763 Peggy Avenue,North Ryanfort,Japan,93070,No
CUST-93768-US,Kimberly Castillo,kcastillo43@gmail.com,491714622702,954 Becky Mountains,Port Zoe,Germany,84301,Yes
CUST-48596-US,Seth Hartman,shartman876@yahoo.com,818027792995,7491 Evans Dale,Hollytown,Japan,64459,Yes
CUST-40459-SA,Madison Page,mpage8153@gmail.com,818067529467,0977 Clark Lock Apt. 778,Johnfurt,Japan,81677,Yes
CUST-55483-AS,Joshua Reilly,jreilly9783@yahoo.com,818018693239,6046 Rice Coves Suite 991,Lake Julialand,Japan,75815,No
CUST-42487-SA,Kirsten Oconnor,koconnor88@yahoo.com,15587391484,78218 Lopez Corners,South Christina,United States,75882,Yes
CUST-80510-AF,Dawn May,dmay86@gmail.com,13848020416,28384 Rice Bridge,Kennethton,United States,74299,No
CUST-59141-AS,Eric Herrera,eherrera269@hotmail.com,491533899077,4670 Christopher Divide,South Benjaminland,Germany,75097,Yes
CUST-13529-SA,Jose Paul,jpaul9774@yahoo.com,27695966667,4551 Ramsey Point Suite 867,North Cory,South Africa,39771,Yes
CUST-73180-US,Dr. Alicia Martinez,122622620@gmail.com,27636423010,76536 Smith Forks Apt. 610,Lindsayfurt,South Africa,80652,No
CUST-25646-AF,Michael Gomez,mgomez12@gmail.com,27814120266,136 Ray Mountain Suite 123,South Jasonhaven,South Africa,15518,No
CUST-84993-SA,Karen Ellison,kellison8486@hotmail.com,4917871708467,327 Marc River,Reedfort,Germany,35732,Yes
CUST-52327-SA,Tyler Bradshaw,tbradshaw042@gmail.com,27700853436,6901 Mueller Plain Apt. 637,South Heathermouth,South Africa,994,No
