Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Product,Service Tier,Loan Term (Years),Unit Price,Sales,Loyalty Card
FTX-87784-900,2019-08-14,CUST-77230-US,PRD-515,3,Darren Jordan,dsmith031@hotmail.com,United States,Investments,VIP,5,3.465166666666667,10.395500000000002,No
FTX-54317-424,2019-08-15,CUST-50808-US,PRD-516,4,Jessica Lee,dmejia72@gmail.com,United States,Money Transfers,VIP,10,10.4313,41.7252,Yes
FTX-88131-321,2019-08-15,CUST-16744-US,PRD-517,2,Nicole Alexander,jwilson665@yahoo.com,South Africa,Loans,Standard,3,4.431666666666667,8.863333333333333,No
FTX-16528-269,2019-08-16,CUST-49220-AF,PRD-518,4,Kevin Nunez,lmcdonald48@yahoo.com,United States,Investments,VIP,10,16.53943333333333,66.15773333333333,Yes
FTX-17055-698,2019-08-16,CUST-11438-SA,PRD-519,2,Beth Carter,bwilcox87@yahoo.com,Brazil,Loans,VIP,3,2.451266666666667,4.902533333333334,No
FTX-11346-555,2019-08-16,CUST-38612-US,PRD-520,4,Donald Townsend,kthomas0210@gmail.com,South Africa,Loans,Standard,10,12.60796666666667,50.43186666666668,No
FTX-74858-688,2019-08-17,CUST-12437-US,PRD-521,3,Alyssa Hill,wbell945@hotmail.com,United States,Investments,VIP,5,5.2378,15.7134,Yes
FTX-84094-649,2019-08-17,CUST-89294-AF,PRD-522,2,Julia Berry,317602233@gmail.com,Germany,Credit Cards,Premium,3,4.909733333333334,9.819466666666669,No
FTX-82090-371,2019-08-18,CUST-31647-SA,PRD-523,3,Patrick Sanchez,4158126@hotmail.com,South Africa,Credit Cards,VIP,5,7.543933333333334,22.631800000000002,Yes
FTX-88412-199,2019-08-18,CUST-89555-AF,PRD-524,2,Alan Hansen,esilva4917@yahoo.com,South Africa,Loans,VIP,3,4.515000000000001,9.030000000000001,Yes
FTX-13076-839,2019-08-19,CUST-56420-EU,PRD-525,3,Elizabeth Lam,ggarrett362@hotmail.com,Brazil,Credit Cards,VIP,5,5.676800000000001,17.030400000000004,Yes
FTX-18562-479,2019-08-19,CUST-35359-SA,PRD-526,3,Jason Carney,mphillips911@hotmail.com,Japan,Money Transfers,Standard,5,5.407433333333334,16.222300000000004,Yes
FTX-19872-867,2019-08-19,CUST-52352-AS,PRD-527,2,Christine Doyle,gmorris10@hotmail.com,Japan,Investments,Premium,3,2.820233333333333,5.640466666666666,Yes
FTX-62036-289,2019-08-20,CUST-27171-EU,PRD-528,2,Michael Mitchell,03944682@gmail.com,Brazil,Loans,Premium,3,2.169133333333333,4.338266666666666,Yes
FTX-91252-542,2019-08-20,CUST-47024-AF,PRD-529,2,Brian King,947623232@gmail.com,Brazil,Money Transfers,VIP,3,4.594166666666667,9.188333333333334,Yes
FTX-96365-693,2019-08-21,CUST-34328-AS,PRD-530,1,Christopher Walker,whunt07@gmail.com,Brazil,Credit Cards,Standard,1,1.479566666666667,1.479566666666667,Yes
FTX-67054-992,2019-08-21,CUST-68600-AF,PRD-531,4,Brian Roberts,ablair80@gmail.com,Japan,Money Transfers,Standard,10,16.66383333333334,66.65533333333336,Yes
FTX-68628-519,2019-08-22,CUST-11565-AF,PRD-532,1,Aaron Martinez,astrong0038@gmail.com,Brazil,Credit Cards,Premium,1,1.6633,1.6633,Yes
FTX-70190-443,2019-08-22,CUST-99273-US,PRD-533,1,Theresa Fisher,nfranklin7168@hotmail.com,United States,Loans,Standard,1,1.2221,1.2221,No
FTX-72252-722,2019-08-23,CUST-90968-US,PRD-534,3,Annette Hale,80573812@gmail.com,South Africa,Money Transfers,VIP,5,7.178266666666667,21.5348,Yes
FTX-39897-425,2019-08-23,CUST-49566-SA,PRD-535,2,Carla Yoder,zmaxwell4627@gmail.com,South Africa,Investments,VIP,3,4.834300000000001,9.668600000000001,Yes
FTX-45774-615,2019-08-23,CUST-49844-EU,PRD-536,4,Timothy Gilbert,ssmall2881@gmail.com,Germany,Loans,Standard,10,15.16313333333333,60.65253333333332,No
FTX-46428-889,2019-08-24,CUST-56138-SA,PRD-537,3,Tracy Smith,jcoffey27@gmail.com,Germany,Money Transfers,VIP,5,4.570066666666666,13.710199999999997,No
FTX-89291-799,2019-08-24,CUST-79733-EU,PRD-538,1,John Cox,athompson915@yahoo.com,South Africa,Money Transfers,Premium,1,1.1172,1.1172,Yes
FTX-47721-470,2019-08-25,CUST-45982-SA,PRD-539,2,Randall Oneal,mgonzalez136@gmail.com,United States,Credit Cards,VIP,3,2.387466666666667,4.774933333333334,No
FTX-40589-354,2019-08-25,CUST-13371-SA,PRD-540,3,Bill Kelley,dgonzalez6515@hotmail.com,Japan,Loans,Standard,5,8.1036,24.3108,Yes
FTX-48198-847,2019-08-26,CUST-43181-AF,PRD-541,2,Julie Holland,bcurry733@hotmail.com,Japan,Loans,Premium,3,3.818533333333333,7.637066666666666,Yes
FTX-80498-713,2019-08-26,CUST-78928-US,PRD-542,3,Stephanie Cox,81418025@gmail.com,United States,Loans,VIP,5,4.476533333333333,13.4296,Yes
FTX-44663-379,2019-08-26,CUST-14497-EU,PRD-543,2,Jennifer Lynch,cperry98@hotmail.com,Japan,Loans,Premium,3,4.0151,8.0302,No
FTX-59810-630,2019-08-27,CUST-46115-SA,PRD-544,1,Jamie Hicks,jcampbell916@hotmail.com,Brazil,Credit Cards,Standard,1,1.2848,1.2848,No
FTX-91818-598,2019-08-27,CUST-76572-AF,PRD-545,4,Robert Price,jwilson79@yahoo.com,South Africa,Investments,VIP,10,10.2483,40.9932,Yes
FTX-87148-201,2019-08-28,CUST-57131-US,PRD-546,1,Linda Jones,dskinner54@gmail.com,South Africa,Loans,VIP,1,0.7802333333333333,0.7802333333333333,No
FTX-89778-436,2019-08-28,CUST-97952-AF,PRD-547,4,Eric Duncan,rnelson1654@yahoo.com,United States,Credit Cards,Premium,10,13.3824,53.5296,Yes
FTX-72045-736,2019-08-29,CUST-90023-AF,PRD-548,2,Morgan Larson,aglover676@yahoo.com,Japan,Investments,VIP,3,3.560933333333333,7.121866666666666,No
FTX-76961-183,2019-08-29,CUST-55372-EU,PRD-549,3,Daniel Allen,kschroeder097@yahoo.com,Germany,Investments,VIP,5,7.194933333333333,21.5848,No
FTX-31440-191,2019-08-30,CUST-65812-EU,PRD-550,1,Frances Bishop,kreyes127@yahoo.com,Germany,Credit Cards,VIP,1,1.186833333333333,1.186833333333333,Yes
FTX-50680-954,2019-08-30,CUST-10061-AS,PRD-551,4,Melissa Escobar,cking73@yahoo.com,Japan,Loans,VIP,10,15.18846666666667,60.75386666666668,Yes
FTX-37269-294,2019-08-30,CUST-51619-AF,PRD-552,1,Christopher Garcia,jmoore816@gmail.com,Germany,Investments,Standard,1,1.218566666666667,1.218566666666667,Yes
FTX-35079-937,2019-08-31,CUST-71141-AS,PRD-553,4,Christine Simpson,danderson834@hotmail.com,United States,Loans,VIP,10,12.27603333333333,49.10413333333332,No
FTX-61797-246,2019-08-31,CUST-32040-SA,PRD-554,1,Andrew Coleman,mrodriguez549@yahoo.com,United States,Loans,Premium,1,1.543333333333333,1.543333333333333,No
FTX-27257-921,2019-09-01,CUST-92134-SA,PRD-555,4,Andrea Smith,gharris784@gmail.com,Japan,Money Transfers,Standard,10,10.7015,42.806,Yes
FTX-23676-478,2019-09-01,CUST-71596-AF,PRD-556,4,Selena Campbell,02046624@gmail.com,Germany,Loans,Premium,10,8.006833333333335,32.02733333333334,Yes
FTX-60829-282,2019-09-02,CUST-16207-EU,PRD-557,2,Diane Carter,dpotter1863@hotmail.com,United States,Money Transfers,Premium,3,2.086333333333334,4.172666666666668,Yes
FTX-38378-901,2019-09-02,CUST-58719-US,PRD-558,4,Peter Wilson,rkeller83@hotmail.com,United States,Investments,Premium,10,14.21803333333333,56.87213333333332,No
FTX-46236-553,2019-09-03,CUST-23273-AF,PRD-559,2,Timothy Welch,tthompson1872@hotmail.com,Brazil,Credit Cards,Standard,3,3.860933333333334,7.721866666666668,No
FTX-48609-472,2019-09-03,CUST-23452-EU,PRD-560,4,Michael Douglas,drichards13@yahoo.com,Brazil,Money Transfers,Standard,10,13.70746666666667,54.82986666666668,Yes
FTX-75561-507,2019-09-03,CUST-25524-AF,PRD-561,3,Nancy Edwards,apatterson1938@yahoo.com,United States,Credit Cards,Standard,5,4.398166666666667,13.1945,Yes
FTX-39386-771,2019-09-04,CUST-41991-AS,PRD-562,3,Dr. Kathleen Garcia DDS,treed909@gmail.com,Japan,Investments,VIP,5,4.0152,12.0456,Yes
FTX-84846-629,2019-09-04,CUST-64957-AF,PRD-563,3,Chad Lee,dhogan939@hotmail.com,South Africa,Loans,Premium,5,3.406066666666667,10.2182,No
FTX-63861-593,2019-09-05,CUST-85985-AS,PRD-564,4,Alexandra Yang,wmanning9152@yahoo.com,South Africa,Investments,Standard,10,10.17253333333333,40.69013333333332,No
FTX-96789-695,2019-09-05,CUST-39588-US,PRD-565,2,Shelby Patel,rjames7954@hotmail.com,United States,Credit Cards,Premium,3,3.769766666666667,7.539533333333334,Yes
FTX-27918-452,2019-09-06,CUST-39268-SA,PRD-566,2,Mary Mendez,acalderon67@gmail.com,United States,Investments,Standard,3,3.176733333333333,6.353466666666666,No
FTX-90612-869,2019-09-06,CUST-88166-SA,PRD-567,4,Joshua Castro,naguilar05@gmail.com,United States,Loans,Standard,10,11.0414,44.1656,Yes
FTX-21986-970,2019-09-06,CUST-24328-US,PRD-568,3,Jesse Taylor,dcooper910@hotmail.com,Japan,Investments,Standard,5,7.854133333333334,23.562400000000004,Yes
FTX-31028-217,2019-09-07,CUST-80025-US,PRD-569,3,Erin Murphy,agonzalez219@yahoo.com,Brazil,Loans,Premium,5,5.0746,15.2238,Yes
FTX-14962-862,2019-09-07,CUST-96946-EU,PRD-570,2,Kyle Bowen,kmontoya848@gmail.com,United States,Money Transfers,VIP,3,3.541966666666667,7.083933333333334,No
FTX-16327-864,2019-09-08,CUST-81071-EU,PRD-571,3,Richard Calderon,nrubio744@hotmail.com,United States,Credit Cards,Standard,5,7.2516,21.7548,Yes
FTX-16952-242,2019-09-08,CUST-82626-AS,PRD-572,1,Dr. James Floyd,msimmons6293@yahoo.com,Germany,Loans,Standard,1,1.0632,1.0632,Yes
FTX-25303-430,2019-09-09,CUST-59012-EU,PRD-573,2,Jennifer Hall,asilva132@gmail.com,Japan,Loans,Standard,3,3.866266666666667,7.732533333333334,No
FTX-16569-522,2019-09-09,CUST-14833-AS,PRD-574,3,Robert Moss,cthompson0204@yahoo.com,United States,Investments,VIP,5,7.645166666666667,22.9355,Yes
FTX-24335-728,2019-09-10,CUST-98200-AS,PRD-575,2,Gary Scott,ggarza83@yahoo.com,Germany,Money Transfers,Premium,3,4.848566666666667,9.697133333333333,Yes
FTX-59587-177,2019-09-10,CUST-86927-EU,PRD-576,1,Joshua Austin,paguilar834@yahoo.com,South Africa,Loans,Premium,1,0.8137333333333334,0.8137333333333334,Yes
FTX-99767-327,2019-09-10,CUST-34261-SA,PRD-577,2,Ronnie Miles,lnelson6417@gmail.com,United States,Money Transfers,Premium,3,4.779766666666666,9.559533333333333,Yes
FTX-72738-511,2019-09-11,CUST-83568-AF,PRD-578,2,Christopher Santiago,rmueller17@gmail.com,United States,Money Transfers,Premium,3,3.476333333333333,6.952666666666666,No
FTX-90224-669,2019-09-11,CUST-26877-US,PRD-579,2,Antonio Braun,mlee530@gmail.com,Germany,Investments,Standard,3,2.774733333333334,5.549466666666668,No
FTX-31248-498,2019-09-12,CUST-81141-US,PRD-580,2,Amanda Smith,vnicholson654@hotmail.com,Japan,Loans,VIP,3,3.3774,6.7548,Yes
FTX-26726-694,2019-09-12,CUST-44737-US,PRD-581,1,Sarah Moyer,302172666@hotmail.com,United States,Investments,Standard,1,1.6467,1.6467,No
FTX-91995-251,2019-09-13,CUST-86404-AS,PRD-582,4,Theresa Hill,trobbins5736@hotmail.com,South Africa,Credit Cards,VIP,10,11.59283333333333,46.37133333333332,No
FTX-74414-768,2019-09-13,CUST-39425-US,PRD-583,2,Elizabeth Pena,bwerner2183@yahoo.com,United States,Credit Cards,Premium,3,2.986266666666667,5.972533333333334,No
FTX-60598-332,2019-09-13,CUST-23592-EU,PRD-584,2,Laura Molina,cwatkins885@hotmail.com,South Africa,Loans,VIP,3,3.9002,7.8004,No
FTX-24063-468,2019-09-14,CUST-42013-US,PRD-585,3,Eugene Larson,30921200@hotmail.com,Brazil,Money Transfers,Standard,5,4.534066666666667,13.6022,No
FTX-47192-722,2019-09-14,CUST-10846-US,PRD-586,2,Joseph Becker,mprice3828@yahoo.com,Brazil,Loans,Standard,3,2.2276,4.4552,No
FTX-39121-799,2019-09-15,CUST-60952-SA,PRD-587,3,Brian Mckinney,dcampbell534@gmail.com,South Africa,Loans,Premium,5,3.977733333333333,11.9332,No
FTX-47975-675,2019-09-15,CUST-99775-US,PRD-588,4,Helen Mclean,jreed00@gmail.com,Japan,Credit Cards,Standard,10,7.947133333333333,31.788533333333334,No
FTX-91430-278,2019-09-16,CUST-21249-SA,PRD-589,1,Amy Gordon,36319723@hotmail.com,United States,Credit Cards,Standard,1,0.8185666666666668,0.8185666666666668,Yes
FTX-33093-513,2019-09-16,CUST-48775-SA,PRD-590,1,Jeffrey Lopez,9443272@hotmail.com,United States,Money Transfers,VIP,1,0.8055,0.8055,Yes
FTX-88460-712,2019-09-17,CUST-98768-EU,PRD-591,4,Sophia Phillips,tflynn991@yahoo.com,Brazil,Money Transfers,Standard,10,13.0754,52.3016,Yes
FTX-82462-224,2019-09-17,CUST-38074-SA,PRD-592,1,Dennis Yang,tcoleman24@gmail.com,South Africa,Loans,Premium,1,0.8485333333333334,0.8485333333333334,Yes
FTX-75113-124,2019-09-17,CUST-83305-AF,PRD-593,4,Christopher Mendoza,tsullivan07@hotmail.com,United States,Investments,Premium,10,10.12333333333333,40.49333333333332,Yes
FTX-93332-696,2019-09-18,CUST-99322-SA,PRD-594,4,Chelsea Jones,ljacobson771@yahoo.com,United States,Loans,Standard,10,15.63456666666667,62.53826666666668,Yes
FTX-96722-849,2019-09-18,CUST-19286-US,PRD-595,4,Amy Reed,9598808@yahoo.com,Japan,Money Transfers,Premium,10,11.40626666666667,45.62506666666668,Yes
FTX-46516-175,2019-09-19,CUST-63035-AF,PRD-596,1,David Brown,mgrant0965@gmail.com,Germany,Investments,VIP,1,1.334233333333333,1.334233333333333,Yes
FTX-79278-639,2019-09-19,CUST-25565-AS,PRD-597,3,Courtney Hunter,pbrown9765@gmail.com,Brazil,Credit Cards,VIP,5,4.194933333333334,12.584800000000001,No
FTX-32391-731,2019-09-20,CUST-86110-SA,PRD-598,4,Traci Bailey,abrown201@hotmail.com,Brazil,Money Transfers,Standard,10,8.589566666666666,34.358266666666665,Yes
FTX-87906-187,2019-09-20,CUST-87016-US,PRD-599,2,Joshua Adams,sjohnson225@hotmail.com,Germany,Money Transfers,Standard,3,2.1226,4.2452,Yes
FTX-45243-322,2019-09-20,CUST-83614-EU,PRD-600,1,Emily Knight,twilkerson46@hotmail.com,United States,Investments,VIP,1,0.8356000000000001,0.8356000000000001,No
FTX-35462-624,2019-09-21,CUST-56375-AF,PRD-601,4,Devin Carrillo,kferrell3317@yahoo.com,Japan,Money Transfers,Premium,10,9.452566666666668,37.81026666666667,No
FTX-18081-813,2019-09-21,CUST-72441-EU,PRD-602,4,April Marshall,awilson543@gmail.com,Japan,Money Transfers,Standard,10,8.436766666666667,33.74706666666667,Yes
FTX-24672-307,2019-09-22,CUST-50084-US,PRD-603,2,Christine Alvarez,dgarrett36@gmail.com,Brazil,Money Transfers,Standard,3,2.2661,4.5322,Yes
FTX-64200-754,2019-09-22,CUST-34998-US,PRD-604,3,Caitlyn Long,dlove5630@hotmail.com,Japan,Money Transfers,Premium,5,3.9365,11.8095,Yes
FTX-47148-993,2019-09-23,CUST-81977-EU,PRD-605,3,Patricia Hernandez,dbrown146@gmail.com,Germany,Money Transfers,Standard,5,5.637233333333334,16.911700000000003,No
FTX-65718-250,2019-09-23,CUST-67448-EU,PRD-606,3,Andre Castillo,sherrera31@yahoo.com,United States,Money Transfers,Premium,5,4.365,13.095,Yes
FTX-42431-346,2019-09-24,CUST-34113-AS,PRD-607,4,Lawrence Rivera,408108465@yahoo.com,Germany,Money Transfers,Premium,10,10.30936666666667,41.23746666666668,No
FTX-55282-735,2019-09-24,CUST-25555-SA,PRD-608,4,Michael Barber,pjr44@yahoo.com,South Africa,Money Transfers,Premium,10,11.70083333333333,46.80333333333332,Yes
FTX-76964-110,2019-09-24,CUST-59878-US,PRD-609,4,Nicholas Dudley,165661857@yahoo.com,Brazil,Credit Cards,Premium,10,13.5706,54.2824,No
FTX-24201-750,2019-09-25,CUST-93576-AS,PRD-610,1,Renee Mcpherson,hwinters8163@hotmail.com,Japan,Money Transfers,Premium,1,0.7059666666666667,0.7059666666666667,No
FTX-99745-210,2019-09-25,CUST-46038-SA,PRD-611,2,Dawn Cuevas,shicks898@gmail.com,South Africa,Credit Cards,VIP,3,4.398233333333334,8.796466666666667,No
FTX-62166-689,2019-09-26,CUST-96245-AF,PRD-612,4,Shaun Yang,ljones56@gmail.com,Japan,Credit Cards,Premium,10,12.94566666666667,51.78266666666668,Yes
FTX-37997-406,2019-09-26,CUST-88107-AF,PRD-613,2,Michael Howe,mhanson04@yahoo.com,United States,Loans,VIP,3,2.245266666666667,4.490533333333334,Yes
FTX-17688-251,2019-09-27,CUST-85841-US,PRD-614,2,William Randall,1005343@gmail.com,United States,Loans,Premium,3,4.620733333333334,9.241466666666668,No
FTX-63355-912,2019-09-27,CUST-37031-AS,PRD-615,3,Tiffany Robinson,ltran732@gmail.com,United States,Credit Cards,Standard,5,7.9377,23.813100000000002,No
FTX-39136-155,2019-09-27,CUST-16308-EU,PRD-616,1,Scott Bryant,dharrison26@gmail.com,Japan,Credit Cards,VIP,1,0.7277333333333333,0.7277333333333333,No
FTX-53269-935,2019-09-28,CUST-45392-SA,PRD-617,4,Sandra Peterson,kmathews13@hotmail.com,South Africa,Money Transfers,Standard,10,9.435433333333334,37.741733333333336,Yes
FTX-99045-967,2019-09-28,CUST-77544-SA,PRD-618,3,Stephen Thomas,lharris7086@gmail.com,United States,Loans,Premium,5,7.364333333333333,22.092999999999996,No
FTX-50387-658,2019-09-29,CUST-99136-AF,PRD-619,3,Michael Brown,jdds5598@yahoo.com,South Africa,Investments,Premium,5,7.074633333333335,21.223900000000004,Yes
FTX-93226-940,2019-09-29,CUST-98628-AF,PRD-620,4,Samuel Jacobs,jrobinson74@yahoo.com,Japan,Loans,Standard,10,8.511866666666668,34.04746666666667,Yes
FTX-12207-495,2019-09-30,CUST-72315-US,PRD-621,2,Samantha Rivera,aobrien747@hotmail.com,South Africa,Credit Cards,Premium,3,2.628033333333334,5.256066666666668,No
FTX-29632-554,2019-09-30,CUST-30521-US,PRD-622,3,Kayla Reyes,901855606@hotmail.com,Japan,Credit Cards,Standard,5,5.1857,15.557099999999998,No
FTX-39006-226,2019-10-01,CUST-19634-AS,PRD-623,2,Heather Robinson,tbraun7976@gmail.com,Japan,Money Transfers,Premium,3,3.453566666666667,6.907133333333334,Yes
FTX-78556-964,2019-10-01,CUST-47397-EU,PRD-624,1,Stephanie Pittman,aford125@gmail.com,Brazil,Money Transfers,Premium,1,1.284933333333333,1.284933333333333,Yes
FTX-75239-445,2019-10-01,CUST-22311-US,PRD-625,2,Jessica Fernandez,mhampton4874@gmail.com,Japan,Loans,VIP,3,3.106733333333333,6.213466666666666,Yes
FTX-86377-621,2019-10-02,CUST-84821-SA,PRD-626,1,Eric Gordon,acrawford4082@hotmail.com,Japan,Money Transfers,Standard,1,1.1292,1.1292,No
FTX-10896-570,2019-10-02,CUST-16798-EU,PRD-627,2,Luis Barber,nsummers2835@hotmail.com,Germany,Investments,Premium,3,4.242400000000001,8.484800000000002,Yes
FTX-80025-680,2019-10-03,CUST-67576-AS,PRD-628,3,Susan Fischer,vgarcia129@hotmail.com,United States,Investments,Standard,5,3.516733333333334,10.550200000000002,Yes
FTX-42500-993,2019-10-03,CUST-74732-US,PRD-629,3,Hannah Farmer,crichardson45@hotmail.com,Brazil,Money Transfers,VIP,5,4.595533333333334,13.786600000000002,No
FTX-25514-226,2019-10-04,CUST-28422-US,PRD-630,1,Diamond Lee,mrandolph29@gmail.com,Brazil,Investments,Standard,1,1.38,1.38,Yes
FTX-27316-538,2019-10-04,CUST-27235-AF,PRD-631,4,Douglas Terry,skey2898@gmail.com,Brazil,Investments,VIP,10,15.61873333333333,62.47493333333332,No
FTX-31975-779,2019-10-04,CUST-40621-AS,PRD-632,1,Todd Kent,pjennings6544@yahoo.com,Germany,Loans,Standard,1,1.178333333333333,1.178333333333333,No
FTX-97676-714,2019-10-05,CUST-93190-AF,PRD-633,1,Kristin Gray DDS,aramos542@gmail.com,Japan,Investments,Standard,1,1.198766666666667,1.198766666666667,No
FTX-27436-928,2019-10-05,CUST-32144-EU,PRD-634,2,Carla Clark,fmccoy4942@yahoo.com,United States,Credit Cards,VIP,3,2.3215,4.643,No
FTX-69476-788,2019-10-06,CUST-82703-SA,PRD-635,2,Diana Deleon,knash94@gmail.com,South Africa,Credit Cards,Premium,3,3.342233333333333,6.684466666666666,No
FTX-87841-182,2019-10-06,CUST-67526-US,PRD-636,1,Natalie Dickson,ssanders880@gmail.com,Japan,Loans,Premium,1,1.1993,1.1993,No
FTX-69737-467,2019-10-07,CUST-37796-AF,PRD-637,3,Dr. Terry Flores,4421745@hotmail.com,Germany,Money Transfers,Premium,5,4.5457,13.6371,No
FTX-20402-328,2019-10-07,CUST-58723-EU,PRD-638,2,Timothy Roberts,knguyen2141@gmail.com,Japan,Loans,Standard,3,2.807733333333333,5.615466666666666,No
FTX-99313-261,2019-10-08,CUST-64772-AS,PRD-639,4,Devon Miller,jwhite9036@yahoo.com,Japan,Money Transfers,Standard,10,10.4395,41.758,No
FTX-27843-343,2019-10-08,CUST-10001-SA,PRD-640,2,Nathan Morgan,jking629@hotmail.com,Germany,Money Transfers,Premium,3,2.0602,4.1204,Yes
FTX-45881-115,2019-10-08,CUST-18157-AS,PRD-641,2,Alexandra White,ksmith0414@yahoo.com,Brazil,Money Transfers,Standard,3,2.966233333333334,5.932466666666668,No
FTX-19573-774,2019-10-09,CUST-34777-SA,PRD-642,4,Victoria Rojas,mwoods70@gmail.com,Brazil,Money Transfers,Standard,10,8.781133333333333,35.12453333333333,Yes
FTX-45603-641,2019-10-09,CUST-35141-US,PRD-643,1,Mark Thomas,jking37@hotmail.com,United States,Money Transfers,Premium,1,0.9941666666666668,0.9941666666666668,Yes
FTX-96803-990,2019-10-10,CUST-89009-EU,PRD-644,4,Tammy Jones,067612158@gmail.com,United States,Loans,VIP,10,7.864300000000001,31.457200000000004,No
FTX-58389-494,2019-10-10,CUST-88132-AS,PRD-645,1,Benjamin Wong,ccabrera1615@hotmail.com,Brazil,Money Transfers,Standard,1,1.5572,1.5572,No
FTX-49659-468,2019-10-11,CUST-29983-SA,PRD-646,1,Sydney Brown,jlevine53@yahoo.com,South Africa,Investments,Standard,1,1.260266666666667,1.260266666666667,No
FTX-26739-884,2019-10-11,CUST-83906-EU,PRD-647,1,Melvin Cain,920402714@gmail.com,Japan,Investments,Standard,1,1.345766666666667,1.345766666666667,Yes
FTX-66219-415,2019-10-12,CUST-49576-AF,PRD-648,4,Corey Chen,rallen394@yahoo.com,South Africa,Money Transfers,Standard,10,14.55836666666667,58.23346666666668,No
FTX-74463-207,2019-10-12,CUST-56497-US,PRD-649,1,Michael Baker,cadams03@hotmail.com,Japan,Investments,VIP,1,1.1651,1.1651,Yes
FTX-12811-295,2019-10-12,CUST-32347-EU,PRD-650,3,Gwendolyn Rogers,dknox95@yahoo.com,Brazil,Credit Cards,Premium,5,3.767933333333333,11.303799999999999,Yes
FTX-70164-793,2019-10-13,CUST-35593-AF,PRD-651,4,Martha Johnson,aflores589@gmail.com,United States,Loans,Standard,10,12.03773333333333,48.15093333333332,Yes
FTX-45576-991,2019-10-13,CUST-84541-SA,PRD-652,3,Kylie Owens,lburke2928@gmail.com,United States,Loans,Premium,5,6.267533333333334,18.8026,No
FTX-84641-837,2019-10-14,CUST-54113-US,PRD-653,1,Michael Russell,188817784@yahoo.com,South Africa,Money Transfers,Standard,1,1.4121,1.4121,No
FTX-37002-477,2019-10-14,CUST-60612-SA,PRD-654,2,Leslie Mendez,1266801@gmail.com,United States,Money Transfers,VIP,3,3.294966666666667,6.589933333333334,Yes
FTX-10716-874,2019-10-15,CUST-43538-SA,PRD-655,1,Victoria Duran,srodriguez60@hotmail.com,Brazil,Credit Cards,Premium,1,0.7942333333333333,0.7942333333333333,Yes
FTX-15615-180,2019-10-15,CUST-71438-EU,PRD-656,3,Darren Lee,pthompson803@yahoo.com,South Africa,Money Transfers,VIP,5,4.7522,14.2566,Yes
FTX-36247-842,2019-10-15,CUST-85531-SA,PRD-657,3,Hannah Craig,dmathis29@hotmail.com,Japan,Investments,Standard,5,5.148733333333334,15.446200000000003,Yes
FTX-77625-284,2019-10-16,CUST-48307-SA,PRD-658,4,Elijah Gonzalez,dnewman9812@hotmail.com,United States,Credit Cards,VIP,10,13.12583333333333,52.50333333333332,No
FTX-28949-515,2019-10-16,CUST-24279-AF,PRD-659,2,Elaine Cunningham,acabrera13@gmail.com,Germany,Investments,VIP,3,3.712333333333333,7.424666666666666,No
FTX-90969-370,2019-10-17,CUST-92924-EU,PRD-660,4,Dean Garcia,vrichardson354@hotmail.com,United States,Loans,Standard,10,10.22763333333334,40.91053333333336,Yes
FTX-20992-185,2019-10-17,CUST-53075-AF,PRD-661,3,Karen Leach,eshepherd5433@yahoo.com,Japan,Investments,Standard,5,8.2659,24.7977,Yes
FTX-82874-787,2019-10-18,CUST-98464-US,PRD-662,1,Casey Owen,cchase682@gmail.com,South Africa,Loans,Premium,1,1.272433333333334,1.272433333333334,Yes
FTX-17285-806,2019-10-18,CUST-70834-EU,PRD-663,2,Christopher Walker,mrichardson031@gmail.com,Japan,Investments,Standard,3,2.711666666666667,5.423333333333334,No
FTX-18020-134,2019-10-19,CUST-31630-US,PRD-664,1,Andrew Yates,avazquez6510@gmail.com,Germany,Loans,Premium,1,0.7684333333333334,0.7684333333333334,No
FTX-74712-602,2019-10-19,CUST-85321-US,PRD-665,1,Kimberly Bell,cthomas881@yahoo.com,Brazil,Money Transfers,VIP,1,0.8195333333333333,0.8195333333333333,Yes
FTX-14807-617,2019-10-19,CUST-77444-AS,PRD-666,2,Joseph Neal,pchurch686@yahoo.com,United States,Investments,VIP,3,2.737866666666667,5.475733333333334,No
FTX-90634-570,2019-10-20,CUST-48732-EU,PRD-667,4,Sharon Patterson,ebird11@yahoo.com,South Africa,Loans,Premium,10,8.273466666666668,33.09386666666667,No
FTX-52783-476,2019-10-20,CUST-36296-EU,PRD-668,1,Lori Adams,274713146@hotmail.com,Brazil,Investments,Standard,1,0.8532333333333333,0.8532333333333333,Yes
FTX-15095-325,2019-10-21,CUST-70260-AS,PRD-669,3,Kenneth Farrell,hjones7916@yahoo.com,Japan,Credit Cards,Standard,5,4.7588,14.276399999999999,No
FTX-98619-841,2019-10-21,CUST-84872-AS,PRD-670,1,Billy Peterson,amitchell6669@gmail.com,South Africa,Money Transfers,VIP,1,0.8400333333333334,0.8400333333333334,No
FTX-56750-498,2019-10-22,CUST-78081-EU,PRD-671,2,Richard Miller,mfisher2675@gmail.com,Brazil,Loans,Premium,3,4.6903,9.3806,No
FTX-16891-556,2019-10-22,CUST-81952-SA,PRD-672,2,Kathleen Singleton DDS,tlarsen665@gmail.com,South Africa,Credit Cards,VIP,3,2.2407,4.4814,No
